src,ref
"Und es schadet nicht, wenn das ein Armeegeneral ist. ",No harm if it is an army general. 
"Fast ein Jahrzehnt nachdem er Fahd abgelöst hat, hat König Abdullah absolute Macht erlangt, die er zu nutzen weiß. ","Nearly a decade after succeeding Fahd, Abdullah is using his absolute power in other ways as well. "
"Das Einkommen ist nicht der einzige Indikator dafür, dass die Ungleichheit auf dem Rückzug ist. ","Globally, inequality has been declining, because many more people in the developing world have emerged from poverty. "
Die schlimmste Prohibition sind Denkverbote. ,The worst prohibition is the prohibition to think. 
Der Fall des Hauses Murdoch ,The Fall of the House of Murdoch 
"Kluge Regierungen schaffen nicht nur für die Lösung eine garantierte Nachfrage, sondern auch für die Schritte dorthin. ","A smart government creates guaranteed demand not only for the solution itself, but for the steps along the way. "
Hier steht die EU vor einem Dilemma. ,"Here, the Union is confronted with a dilemma. "
"Hinzukam, dass die Haushaltspolitik nicht unter Kontrolle gehalten wurde, was eine Erhöhung der Staatsverschuldung mit sich brachte. ","Moreover, fiscal policy had not been kept under control, resulting in increasing public debt. "
Mittlerweile ist das Übereinkommen überholt; ,"In the meantime, the agreement has become obsolete; "
"Im Mai dieses Jahres benutzten die Terroristen für einen Bombenanschlag in einer Stadt am Kaspischen See Waffen, die ihnen russische Armee-Offiziere verkauft hatten. ",In May this year during the Kaspiisk city explosion terrorists used arms that were purchased from Russian Army officers. 
Die Region liegt zudem um viele Zeitzonen näher an ihren europäischen und US-amerikanischen Kunden als Firmen in Asien. ,The region is also many time zones closer to European and US clients than firms in Asia. 
So kommt es zu einer tückischen Verlagerung der Beweislast. ,"Thus, insidiously, the burden of proof is shifted. "
"Aber die Verweigerung einer gewissen Planung des zukünftigen Allgemeinwohls, nur um eine unmittelbare Befriedigung zu erzielen, kann ebenso desaströs sein wie die Hinwendung zu Utopien. ","Yet postponing, for the sake of immediate gratification, a certain degree of planning for the future collective good can be as disastrous as indulging in utopian schemes. "
Und in Frankreich geht der sanfte Sozialismus in Kombination mit subventionierten „National Champions“ gerade unter. ,"Moreover, in many countries, capitalism arrived without democracy. "
Sind wir Russen wirklich der Feind? ,Are we Russians really the enemy? 
Geschäftsbanken werden an ihren Vermögenswerten gemessen. ,Commercial banks are ranked by assets. 
"Es wird einer leidenschaftlich auf ihre Unabhängigkeit bedachten Notenbank bedürfen, um die Realwirtschaft von den Märkten zu entwöhnen. ",It will take a fiercely independent central bank to wean the real economy from the markets. 
"Ihre Randstellung ist daher nicht bloß kein Nachteil, sondern einer ihrer größten Aktivposten. ","That is why, far from being a disadvantage, her peripheral position is one of her main assets. "
Das erzählen Sie mal den Armen. ,Try telling that to the poor. 
Beide Ziele hat Saudi-Arabien erreicht. ,Saudi Arabia has achieved both objectives. 
In den Vereinigten Staaten und Teilen Europas wurde wieder Wachstum verzeichnet. ,Growth in the United States and parts of Europe returned. 
Dies wird schwierig und darf nicht naiv angegangen werden. ,"This will be difficult, and it must not be approached naively. "
"Um William Wordsworth frei wiederzugeben: Eine Wonne war’s, jene Morgendämmerung zu erleben, und Derivatehändler zu sein, war der Himmel selbst. ","To paraphrase William Wordsworth, bliss was it in that dawn to be alive, and to be a derivatives trader was very heaven. "
Das ist der Preis für Verschwendung in der Vergangenheit. ,It is the price of past profligacy. 
"Shells vorgeschobenes Image eines einfühlsamen, ums Wohlergehen des Landes besorgten Unternehmens widerspricht den Tatsachen komplett. ","This image of Shell as a sensitive, caring company mocks the evidence. "
Das steht in starkem Kontrast zu den vergangenen Jahren. ,This stands in stark contrast to years past. 
"Dies ist das Letzte, was er will. ",It is not going to be an easy balancing act. 
"Dieser Intervention haben wir es teilweise zu verdanken, dass die Bestrebungen für mehr Transparenz in den Konzernbuchhaltungen im Sande verliefen. ","Partly thanks to him, this effort to make corporate accounting more transparent was stymied. "
"Nicht Strafe, sondern Wahrheit sollte Heilung bringen. ","Truth, not punishment, was to bring about healing. "
Damit wurde ein bedenklicher Präzedenzfall geschaffen. ,This has created a worrying precedent. 
Es geht dabei um die Vereinigung eines Kontinents. ,It is about uniting a continent. 
"Mündiger agierende Unternehmen haben schrittweise formale Protokolle eingeführt mit Ethikbeauftragten, Risikoausschüssen und anderen Strukturen zur Kontrolle hinsichtlich der gesammelten und verwendeten Daten - auch wenn sie dabei nicht immer erfolgreich (und oftmals auf den Ansatz Versuch und Irrtum angewiesen) waren. ","If serious ethical lapses occur, many consumers will no longer use the service, regardless of how promising the business model is. "
Andernfalls werden sie ihre Schäfchen verlieren. ,"Otherwise, they will lose their children. "
Bei der wahren Kontroverse geht es aber um Gedankengut. ,The real struggle is about ideas. 
Die dortigen Despoten und Monarchen verdanken ihre Stellungen den Machenschaften und der stillschweigenden Duldung durch den Westen. ,Its despots and monarchs owe their positions to the machinations and connivance of the West. 
Brigitte Bardot und die wilden Hunde von Bukarest ,Brigitte Bardot and the Wild Dogs of Bucharest 
"Würde irgendeine dieser populistischen Maßnahmen zu gerechteren und besser funktionierenden Märkten führen, würden wir sagen: ""Also gut."" ","If any of these populist measures would make markets fairer and better functioning, we would say, ""So be it."" "
"Russland wird in den USA weithin als eine skrupellose, ja sogar böswillige Macht gesehen. ","Russia is widely viewed in the US as an unscrupulous, even malevolent power. "
Außerhalb Amerikas nimmt ihnen solche Argumente niemand mehr ab. ,"Outside of America, almost nobody buys these arguments. "
"Fünftens hat sich die internationale Gemeinschaft, angeführt vom Sicherheitsrat der Vereinten Nationen, bei Bedrohungen der internationalen Sicherheit in der Vergangenheit meistens als gelähmt und unfähig erwiesen, auf die Verdachtsfälle der Verbreitung von Kernwaffen zu reagieren. ","Fifth, the international community, spearheaded by the United Nations Security Council, has more often than not been paralyzed in the face of challenges to international security and ineffectual in responding to suspected cases of nuclear proliferation. "
Nun sind Schulden per se nichts Schlechtes. ,"To be sure, debt itself is not bad. "
"Im Gegensatz dazu schätzt die UNO, dass man mit der Hälfte dieses Betrages jedem einzelnen Menschen auf dieser Welt sauberes Wasser, Abwassersysteme, eine grundlegende Gesundheitsversorgung und Bildung zur Verfügung stellen kann. ","In comparison, the UN estimates that half that amount could buy clean drinking water, sanitation, basic health care, and education for every single person in the world. "
Viele von Putins Strategien im Sozialbereich sind ebenfalls grundvernüftig. ,Many of Putin's social policies are also quite sensible. 
Westeuropa ist im Hinblick auf sein BIP und seine Bevölkerungszahlen in internationalen Organisationen einfach überrepräsentiert. ,"Simply put, Western Europe is overrepresented in international organizations, given its size in terms of GDP and even more so in terms of population. "
Wie kann ein Handelsabkommen alle beteiligten Parteien benachteiligen? ,How can a trade agreement be unfair to all parties? 
Für Indonesien steht viel auf dem Spiel. ,The stakes for Indonesia are high. 
"Auch die USA verloren das Interesse an dem Plan, als sich der Dollar wieder festigte. ",The US also lost interest in the scheme as the dollar strengthened. 
Leider dürften die Gewährung und Regelung genetischer Verbesserungstechniken nicht leichtfallen. ,"Unfortunately, provision and regulation of genetic enhancement technology will not be easy. "
Die zweite große Disruption ist die Beschleunigung des technologischen Wandels. ,The second great disruption is the acceleration of technological change. 
"Spanien und Italien laufen momentan Gefahr, den Marktzugang zu verlieren. ","Today, Spain and Italy are at risk of losing market access. "
Hierum also geht es nicht. ,So this is not the issue. 
Am wenigsten sicher ist dies beim Iran und bei den USA. ,The two main uncertainties involve Iran and the US. 
"Während das Thema Sicherheit in der Roadmap umfassend dargestellt ist, wird die israelische Mauer mit keinem Wort erwähnt. ","While the roadmap speaks volumes about security, it makes no mention whatsoever of the Israeli wall. "
Wie viele Schwule und Lesben in Afrika hatte ich die Wahl zwischen wirtschaftlicher Freiheit und geistiger Gefangenschaft. ,"Like many gay men and lesbians in Africa, my choice was between economic freedom and mental imprisonment. "
Die Eisbären vermehren sich aber immer noch. ,And stories abound of global warming bringing malaria to Europe or Vermont. 
"Grausamerweise ist dies nicht der Fall für Teile Afrikas, die bereits Hunger leiden. ","Cruelly, this is not the case for parts of Africa that are already suffering from hunger. "
"Reiche Staatsbürger können nicht nur wählen, sondern die Wahlen auch durch Spenden und andere Methoden beeinflussen. ",Wealthy citizens can not only vote; they can influence elections through donations and other means. 
Indien muss flügge werden ,Time for India to Stretch its Wings 
Dadurch riskieren sie eine Verschärfung der möglichen Herausforderungen. ,"As a result, they risk aggravating the potential challenges. "
"So übertreffen sich die beiden großen Parteien mit ihren Versprechungen, öffentliche Leistungen nicht zu reduzieren. ","The Conservatives will not cut spending on health, international aid, and defense, similarly leaving unclear just where the cuts will be made. "
Dies sind die wahren Probleme des Nahen Ostens. ,These are the true challenges facing the Middle East. 
"Nichtsdestotrotz besitzt Präsident Putin bedingt durch seine Kompetenz und seine Unterstützung seitens der Duma und der regionalen Gouverneure die einmalige Chance der Reformierung, die er nutzen sollte. ","Still, President Putin has a unique chance to reform because of his reputation for competence and his support in the Duma and among regional governors. "
Alternde Generalsekretäre starben wie die Fliegen. ,Aging general secretaries were dropping like flies. 
"Da Khameini an Krebs leiden soll, wurde nun die Frage seiner Nachfolge akut. ","With Khamenei reported to be suffering from cancer, the question of succession has become acute. "
Es ginge uns nämlich allen schlechter. ,We would all be worse off. 
"Das letzte, was China braucht, ist der Versuch, zu viel auf einer Nadelspitze zu balancieren. ",The last thing China needs is to try to balance too much on the head of a pin. 
"Ebenso ist die Zahl derer, die mit Waffengewalt aus ihren Heimatdörfern vertrieben wurden, um ein Vielfaches höher als die derjenigen, die infolge der Tsunamis Heim und Arbeit verloren. ","Similarly, the number of those forcibly displaced is a multiple of those who lost their homes and livelihoods due to the tsunamis. "
Die Türkei und die Ukraine streben die Mitgliedschaft in der Europäischen Union an; ,Turkey and Ukraine aspire to join the European Union; 
"Vielmehr könnte ein einmal etabliertes Monopol nicht mehr so leicht von seinem Platz zu vertreiben sein, wie Microsoft so umfassend unter Beweis stellte. ","In fact, a monopolist, once established, may be hard to dislodge, as Microsoft has so amply demonstrated. "
"Sie ziehen vom Norden in den Süden, vom Süden in den Norden, vom Süden in den Süden oder vom Norden in den Norden. ","They go from north to south, south to north, south to south, and north to north. "
Auch Beschäftigungsgesichtspunkte sind kein großes Thema. ,"Employment considerations are not a major issue, either. "
"Russland hat erkannt, dass neuere Geber über Erfahrungen, Ideen und Mittel verfügen, die alle Länder dabei unterstützen können, die sich bietenden Aufstiegschancen für sich zu nutzen. ","Russia recognizes that newer donors have experiences, ideas, and resources that can help all countries climb up the ladder of opportunity. "
Das brachte die Blase zum Platzen. ,"The longer a bubble lasts, the more damage it causes. "
Wie ein riesiger Supertanker kann das globale Energiesystem nicht von heute auf morgen umgestellt werden. ,"Like a giant supertanker, the global energy system cannot be turned around on a dime. "
"Und ein geschwächter Chamenei wird eher bereit sein, Kompromisse in Atomfragen einzugehen. ",And a weakened Khamenei is more likely to compromise on the nuclear front. 
"Ist es für Japan an der Zeit, seine Waffen scharf zu machen und im Namen der Verteidigung des Friedens in die Welt zu ziehen? ",Is it time for Japan to prime its weapons and sail out into the world in defense of peace? 
"Eine einfachere Erklärung ist, dass Trump Kissingers Eitelkeit ausnutzt, nicht zuletzt, indem er in den frühen Phasen des Wahlkampfs seinen Rat einholte. ","To be sure, Kissinger may be more sagacious than his fellow elites in claiming that there is more to Trump than meets the eye. "
Wir befinden uns also in einem Wettrennen. ,So we are in a race. 
"Es wäre mit Sicherheit besser, als den Euro zu einem in verheerender Weise überbewerteten Kurs einzuführen, so wie es in Deutschland geschah. ","It would certainly be better than joining the euro at a disastrously overvalued rate, as Germany did. "
Obama gelangte mit dem Versprechen des Wandels an die Macht. ,"The rich will try to push such an agenda, but ultimately they will fail. "
Unsere Unabhängigkeitserklärung ist jetzt zwanzig Jahre alt. ,Our Declaration of Independence is now twenty years old. 
"Damit sich die städtische Erwerbsbevölkerung in den nächsten fünf Jahren vergrößert, müssen nicht alle dieser Maßnahmen erfolgreich sein. ",Not all of these policies have to succeed in order to keep the urban labor force expanding in the next five years. 
China: Eine Chance für den Nahen Osten? ,A China Card for the Middle East 
Kleinsparer haben ebenfalls allen Grund auf Fremdwährungen auszuweichen. ,This has put the CBR in a challenging position. 
Die Religion wurde im Namen des offiziellen marxistischen Atheismus niedergemacht. ,Religion was crushed in the name of official Marxist atheism. 
"Die USA haben - nachdem sie dies so lange geleugnet und missachtet hatten - aufgrund der grauenhaften Behandlung und der Folterungen von Gefangenen in Baghdad keine andere Wahl, als sich um internationale Legitimität zu bemühen, wenn sie sich aus dem Chaos und dem Drama des heutigen Iraks befreien wollen. ","The US, owing to its horrific treatment and torture of prisoners in Baghdad, has had no option but to search for international legitimacy after denying and defying it for so long, in order to extricate itself from the chaos and drama of what is now Iraq. "
"Es gibt also Grund zu der Annahme, dass es uns durch unser verbessertes Denkvermögen möglich geworden ist, den Einfluss impulsiverer Elemente in unserem Wesen zu verringern, die zu Gewalt führen. ",It is just this kind of reasoning ability that improved during the twentieth century. 
"Freilich verlässt sich der IS nicht nur darauf, Unterstützer zu motivieren. ","Of course, ISIS does not rely entirely on inspiration. "
"Langsameres Wachstum in diesen Ländern wird durch niedrigere Importprognosen und geringere Preiserwartungen für Rohstoffe widergespiegelt, was einen negativen Einfluss auf Rohmaterial- und Energieexporteure hat. ","Slower growth in these countries is reflected in lower projected imports and lower expected commodity prices, which will negatively affect countries that export raw materials and energy resources. "
Die Konsumenten werden dabei immer noch die Gewinner sein. ,Consumers would still come out ahead. 
"Wie viele Gebiete in der Region kann Gaza auf eine lange Geschichte ausländischer Besetzungen zurückblicken, die bis in die Antike zurückreicht. ","Like many territories in the region, Gaza has had a long history of foreign occupation, extending to ancient times. "
"Die Frage ist, was der nächste Schritt sein wird. ",The question is what their next step will be. 
"Natürlich ist es immer viel leichter, andere zu schmerzlichen Reformen zu ermuntern, statt vor seiner eigenen Haustüre zu kehren. ","It is, of course, always much easier to encourage others to undertake painful reforms than to look inward. "
"Wirtschaftswissenschaftler sind sich uneins darüber, wie sehr sich dadurch der Handel zunimmt. ",Economists disagree over how much this increases trade. 
Unterdessen fragen sich die anderen Länder der Welt – die immer noch über die Hälfte des weltweiten BIP sowie den Großteil des Welthandels und der ausländischen Direktinvestitionen erwirtschaften – welche Auswirkungen das THIP wohl auf sie haben könnte. ,"At some point, NAFTA and TTIP will need to be harmonized. "
Fast alle Länder untersützen jetzt offiziell Familienplanung. ,Nearly all countries now officially support family planning. 
"Wenig überraschend haben also jene die Last durch die Flüchtlinge zu tragen, die dazu am wenigsten in der Lage sind. ","Of course, there is much talk about the net benefits of inward migration. "
Wie genau ist eine Rezession definiert? ,How exactly is a recession defined? 
Außerdem sind Hinrichtungen zur Abschreckung ungeeignet. ,The death penalty is not an effective deterrent. 
Denn nichts hatte einen Befürworter von dem Format eines Delors. ,"Indeed, none of it has an advocate of the stature of Delors. "
"Anderenfalls werden Unternehmen nicht in der Lage sein sich anständig zu verhalten, weil sie fürchten müssen von skrupellosen Konkurrenten ausgestochen zu werden. ","Otherwise, businesses will not be able to behave decently, for fear of being undercut by unscrupulous competitors. "
Hilfe für den Nahen Osten ,How to Help the Middle East 
"Russland und die EU würden weiter versuchen ihre Positionen zu festigen, indem sie um den Einfluss auf ihre gemeinsamen Nachbarn konkurrieren. ",Russia and the EU would continue trying to consolidate their positions by competing for influence over their mutual neighbors. 
"Vielmehr sagen sie uns, dass die Konkurrenz um sichere Anlagen zugenommen hat. ","Rather, they tell us that competition for safe assets has heated up. "
"Ein Teil der politischen Standard-Antwort auf eine Wirtschaftskrise lautet bedauerlicherweise, dass rasch etwas unternommen werden muss. ","Unfortunately, part of the standard political response to an economic crisis is the demand that something be done quickly. "
Darüber hinaus muss die Gleichstellung der Geschlechter wie bei allen wirtschaftspolitischen Strategien zu einem zentralen Anliegen werden. ,"Moreover, as with all economic policies, gender equality needs to become a central consideration. "
Unter seiner Herrschaft wurde Sarajevo von den meisten seiner Serben und Kroaten „gesäubert“. ,"Under his rule, Sarajevo was ""cleansed"" of most of its Serbs and Croats. "
Man bemüht sich schon diskret darum. ,Such efforts are getting discretely underway. 
Das darf natürlich bezweifelt werden. ,"There are reasons to doubt this, of course. "
"Sie sind heute wahrscheinlich noch weniger bereit, dies im Namen einer Union zu tun, die unbeliebter denn je ist, zumindest auf den britischen Inseln. ","They are probably are even less willing to do so today in the name of a Union that is less popular than ever, at least in the British Isles. "
Indien steuert auf eine weitere Koalitionsregierung zu. ,India is set for more coalition rule. 
Die Finanzinstitute liehen anderen Finanzinstituten daher nur widerstrebend Geld. ,Financial institutions were therefore reluctant to lend to other financial institutions. 
Darüber hinaus geben viele der Abkommen Investoren direkten Zugang zu Schiedsgerichtsverfahren. ,"Moreover, many of the treaties provide investors with direct access to arbitration. "
"Aber es hätte auch keinen Sinn, ihr Potenzial außer Acht zu lassen. ",But it would make no sense to ignore its potential. 
"Somit werden Vorkommen, von denen Entwicklungsländer eigentlich profitieren sollten, zu einem Fluch, der Korruption, Umstürze und Bürgerkriege mit sich bringt. ","Unless, of course, some of those whom they arm are themselves tempted by the prospect of controlling all that wealth. "
Der tödliche Aufschub der griechischen Umschuldung ,The Lethal Deferral of Greek Debt Restructuring 
Auch in den USA gibt es jede Menge Spielraum für ein ähnliches Programm. ,"There is plenty of scope for a similar program in the US, too. "
Rom war eine Agrargesellschaft mit niedriger Wirtschaftsproduktivität und vernichtenden internen Kämpfen. ,Rome was an agrarian society with low economic productivity and a high level of internecine strife. 
Außerdem ist Frankreichs Haltung gegenüber Saudi Arabien und dem Iran ausgeglichener als jene der USA. ,"Moreover, its position toward Saudi Arabia and Iran is more balanced than that of the US. "
"Die Mittelbeschaffung durch Besteuerung negativer externer Effekte verursacht keine Verzerrungen, sondern vermindert sie. ",Raising funds by taxing negative externalities reduces distortions rather than creating them. 
"Glücklicherweise halfen eine freie Presse, ein unabhängiges Justizwesen und eine kontroverse Gesetzgebung dabei, solche Praktiken in die öffentliche Diskussion zu bringen. ","Fortunately, a free press, an independent judiciary, and a contentious legislature helped to bring such practices into public debate. "
"Schließlich ist ein Zaun zum Schutz des Wildes vor den Löwen das gleiche wie ein Zaun, der die Löwen vom Wild fernhält. ","After all, a fence to protect the deer from the lions is the same as a fence to keep the lions away from the deer. "
"Ist sie es nicht, kann sie zu humanitären Krisen führen. ","But if it is not, it can lead to humanitarian crises. "
"Ein Teil des Problems ist der sinkende Dollar, durch den Dollar-Investitionen schlecht aussehen, wenn sie in Yen oder Euro umgerechnet werden. ","Part of the problem has been the sinking dollar, which makes dollar investments look bad when translated into yen or euro. "
"Dies war auch in Deutschland der Fall, als Hitler an die Macht kam. ",This was also true in Germany when Hitler came to power. 
Aber es liegt nicht jenseits unserer Fähigkeiten. ,But it is not beyond our capacity. 
Auf diese Weise werden beide ein höheres Einkommen erzielen. ,"That way, both of their earnings will be higher. "
"Sicher ist etwas Wahres daran, aber viele Argentinier haben noch nicht erkannt, dass der Reichtum eines Landes nicht mehr an seinem Reichtum an natürlichen Ressourcen, sondern an der Stärke seiner Institutionen, der Qualität seines Humankapitals und seiner Produktivität gemessen wird. ","There is certainly some truth in that, but what many Argentines fail to realize is that a country's wealth is no longer measured by its endowment of natural resources but by the strength of its institutions, the quality of its human resources, and its productivity. "
"Politische Inbrunst ist, so scheint es, nicht aus dem Land Rousseaus und Dantons verschwunden. ","Political fervor, it seems, has not vanished in the land of Rousseau and Danton. "
Russland hat eine bescheidene Erholung von der Rezession hingelegt. ,Russia has staged a modest recovery from the recession. 
"Es sei denn, einige derer, die sie mit Waffen ausstatten, geraten selbst in Versuchung all den Reichtum zu kontrollieren. ","Rebels know that if they succeed, they will gain immense personal wealth, be able to reward those who backed their coup, and have enough arms to keep themselves in power, no matter how badly they rule. "
Auf der einen Seite in diesem Streit steht Arvind Subramanian vom Peterson Institute und dem Center for Global Development. ,"Whether they stand to gain or lose from a renminbi revaluation, however, is hotly contested. "
Es ist die Zeit der guten Neujahrsvorsätze und die für das nächste Jahr liegen auf der Hand. ,"It is time for New Year's resolutions, and this year's are obvious. "
Man spricht vom Großen und vom Kleinen Satan. ,You have the Great Satan and the Small Satan. 
Dann ist das das Thema Ungleichheit. ,There is also the issue of inequality. 
Teure Staatsanleihen verschieben die Nachfrage hin zu Hypothekenpfandbriefen oder Unternehmensanleihen und treiben ihre Preise in die Höhe. ,"Expensive government bonds will shift demand to mortgage or corporate bonds, pushing up their prices. "
"Ich kann von Glück sprechen, dass er mich nur als „Wichtigtuer“, „Nörgler“, „dümmlich“ und – letzte Woche - als „Troll” bezeichnete. ",My preferred solution would be accountability. 
"Ob eine solche Vorsicht auch heute an den Tag gelegt würde, bin ich mir nicht so sicher. ",I am not so certain that such caution would or could be exercised today. 
"Genauso wichtig aber ist: Israel wird gezwungen sein, sich der Realität der palästinensischen Verzweiflung zu stellen, die zu verschleiern und der auszuweichen ihm die einzigartige Beziehung gegenüber Amerika viel zu lange erlaubt hat. ","Equally important, Israel will be forced to confront the reality of Palestinian despair, which the unique relationship with America has allowed it to obfuscate and evade for too long. "
"Zumal sie eine umgehende Abwertung erreicht hat, könnte sie Erfolg gehabt haben. ","Having promptly achieved depreciation, it may have succeeded. "
"Europa und Japan haben ihr Engagement gezeigt, die Erderwärmung zu verringern, indem sie sich selbst und ihren Herstellern Kosten auferlegt haben, auch wenn ihnen dadurch ein Wettbewerbsnachteil entsteht. ","Europe and Japan have shown their commitment to reduce global warming by imposing costs on themselves and their producers, even if it places them at a competitive disadvantage. "
Pekinger Konsens im Kommen ,The Rise of the Beijing Consensus 
"Zweitens lautet die Frage, warum Desinformation in Umlauf gebracht wird. ","Second, why is the disinformation being shared? "
Um Dylan Thomas zu zitieren: Wir Marktgläubigen dürfen nicht einfach langsam in der populistischen Nacht verschwinden. ,"To paraphrase Dylan Thomas, we believers in markets should not go gently into the populist night. "
"Und sie als Verrückte abzutun, greift ebenfalls zu kurz. ",And to dismiss them as madmen is equally evasive. 
"Darüber hinaus haben psychologische Studien gezeigt, dass Menschen, die unangenehm heißen Temperaturen ausgesetzt sind, aggressiver sind. ","Moreover, psychological studies have shown that when people are subjected to uncomfortably hot temperatures, they show increased levels of aggression. "
Zwar sind und bleiben die Wirtschaftsnachrichten trübe. ,"Yes, the economic news has been and remains grim. "
"Dies ist gut für die Welt, denn der Wohlstand wird dadurch breiter verteilt, selbst wenn Amerikas Ego dabei Schaden nimmt. ","This will be good for the world because prosperity will be more widely spread, even if America's ego gets hurt in the process. "
"Und die chinesische Regierung hat sicher Unrecht, wenn sie ihn für die Gewalt verantwortlich macht. ",And the Chinese government is certainly wrong to blame him for the violence. 
"Ihre engen Mitarbeiter haben gestanden, dass sie Unterlagen fälschten und Meineid leisteten, um ihren politischen Chef zu schützen. ",Their close aides have confessed that they forged documents and perjured themselves to protect their political boss. 
Auf einen derartigen Ausreißer nach oben dürfte ein Ausreißer nach unten folgen. ,Such a large overshooting is likely to be followed by some undershooting. 
"Laut dieser regelmäßig von Vertretern des US-Finanzministeriums und ihren europäischen Amtskollegen propagierten Sichtweise müsste man zwar bei der Umsetzung der Reformen vielleicht noch ein wenig mehr tun, doch seien unsere Banken und sonstigen Finanzunternehmen bereits viel sicherer geworden. ","According to this view, which is put forward on a regular basis by some US Treasury officials and their European counterparts, there may be a bit more to do in terms of implementing reforms, but our banks and other financial firms have already become much safer. "
Nachhaltige Wirtschaft für die arabische Welt ,A Sustainable Economy for the Arab World 
"Diese Forderung legt nahe, dass die USA den Fluss von Technologien, für welche US-Unternehmen die Patente halten, nach Indien und China subventionieren sollten, was äußerst praxisfern ist. ","This demand suggests that the US should subsidize the flow of technology to India and China from US firms holding patents, which is highly impractical. "
Dabei verdienen zehn mit derartigen Strategien verbundene potenzielle Kosten besondere Beachtung. ,"In particular, ten potential costs associated with such policies merit attention. "
"Je länger sie brauchen, um dieser Herausforderung zu begegnen, desto mehr Chancen vertun sie für die jetzige und für künftige Generationen. ","The longer it takes them to meet this challenge, the bigger the lost opportunities for current and future generations. "
Könnte der Fall Bos also zu einer offeneren und gegenüber abweichenden Stimmen weniger feindlichen Gesellschaft führen? ,"So, could the fall of Bo lead to a more open society, less hostile to dissident voices? "
"Für viele Juden ist es der eine Staat, der ihnen immer Zuflucht gewähren wird. ","To many Jews, it is the one state that will always offer refuge. "
"Die Europäer würden ihre Vorbehalte äußern, von den Russen ganz zu schweigen. ","The Europeans, let alone the Russians, may demure. "
Aber möglicherweise überspannen die Katarer den Bogen. ,But the Qataris may be overplaying their hand. 
"Es sind diese Botschaften, die die Nation, die Linke und Rechte, in grimmiger Entschlossenheit vereint. ",Israelis have become used to blanket accusations. 
"Da Entwicklung die traditionellen Machtzentren verschiebt, kann sie kollektive Ressentiments schüren. ","By displacing traditional centers of power, development can nurture collective resentment. "
Imperiale Traditionen verschwinden nie gänzlich. ,Imperial traditions never fade away completely. 
Die USA sollten nicht vor einer verstärkten Nutzung der Sonderziehungsrechte (SZR) des IWF zurückscheuen. ,The US ought not to shy away from wider use of IMF Special Drawing Rights. 
Bei dem derzeitigen Haushaltsdruck ist vielmehr das Gegenteil wahrscheinlich. ,"In fact, under fiscal pressure, the opposite is more likely. "
Vielmehr legt die BOJ den Preis fest. ,"In fact, the BOJ sets the price. "
"Zum Teil geht es bei Krisen um eine listenreiche Beherrschung des Spiels; darum, die andere Seite zu überrumpeln. ","Crises are in part about gamesmanship, about taking the other side by surprise. "
"Jetzt, wo mit dem Iran wieder Geschäfte gemacht werden dürfen, steht dessen kränkelnde Wirtschaft vor einem Aufschwung. ","Now that it is once again acceptable to do business with Iran, its ailing economy is set for a rebound. "
Das gilt umso mehr für die Peiniger. ,This is all the more true of the persecutors. 
Kann seine beständige Leistung wirklich auf Glück zurückgeführt werden? ,Can his consistent performance really be attributed to luck? 
Zudem hätten wir damit die Chance auf eine echte Entwicklungsrunde beim nächsten Mal aufgegeben. ,We will also have given up the opportunity to have a real development round next time around. 
"Wenn Menschen für Inhalte bezahlen, bekommen Journalisten einen Anreiz, ihr Bestes zu geben. ","When people pay for content, journalists gain an incentive to deliver. "
"Trotz nachgebender Konjunktur hat der britische Premierminister David Cameron versprochen, seine Sparmaßnahmen durchzuziehen. ","Despite a softening economy, British Prime Minister David Cameron is promising to stay the austerity course. "
"US-Präsident Barack Obama formulierte es bei seiner Annahme des Friedensnobelpreises 2009 so: „Wir müssen beginnen, indem wir die harte Wirklichkeit anerkennen, dass wir zu unseren Lebzeiten gewalttätige Konflikte nicht ausrotten werden. ","Economic resources are increasingly important in this century, but it would be a mistake to write off the role of military power. "
Ausgaben senken und die Armen schonen ,"Cut the Spending, Spare the Poor "
"In manchen Fällen, könnte die Antwort lauten: Vielleicht sollten sie das ja auch tun. ","But ethnicity as the main marker of nationality is a vague and dangerous concept, not least because it leaves all minorities out in the cold. "
"""Nein!"" antwortete Boris, ""ich habe ein Dokument mit Benjamin Franklins Kopf darauf. ","""Aren't you afraid of the police?"" ""No,"" Boris replied, ""I have a document with Benjamin Franklin's face on it. "
Im Mai setzten Griechenland und Italien in Reaktion auf diese Impfskepsis sehr unterschiedliche Maßnahmen um. ,"In May, Greece and Italy each enacted very different policies to respond to vaccine skepticism. "
"Sogar nach dem Tod von Tamerlan, als sein Bruder Dzhokhar verwundet und der einzige bekannte Mittäter auf der Flucht war, riegelten die Bostoner Behörden noch die gesamte Stadt ab. ","Even after Tamerlan had died, and Dzhokhar, already wounded, was the only known fugitive, the Boston authorities decided to close down the entire city. "
