src,ref
说真的，如果你有带计算器的话，举起你的手，举起你的手。,"Seriously, if you have a calculator with you, raise your hand, raise your hand."
我们中间没有人真的将用真实的扩散的并且全面的方式将黄金法则扩大。,None of us really extends the golden rule in truly diffuse and universal fashion.
顺便提一句，我发现霍磨.格勒宁的电影 展现了另一种美好的选择,"By the way, I find Homer Groening's film presented a beautiful alternative to that very claim."
我们得从根本上将创意作品视为财产的法律 和在侵权行为中巨大的回报或浅规则 再加上若要在法庭上保护自己的巨大的法律费用 再加上若要在法庭上保护自己的巨大的法律费用 加上认知偏见反对感知损失。,"We've got laws that fundamentally treat creative works as property, plus massive rewards or settlements in infringement cases, plus huge legal fees to protect yourself in court, plus cognitive biases against perceived loss."
这就是我心目中，人们所需的未来， 一个同样多的生物多样性、 丰富性和活力性的曼哈顿， 同时借鉴了过去的可持续生存之道， 无论是生态学、原始生态学还是大自然的一切。,"This is the kind of future I think we need, is a future that has the same diversity and abundance and dynamism of Manhattan, but that learns from the sustainability of the past, of the ecology, the original ecology, of nature with all its parts."
很有趣的是，从一个身份角度 残疾意味着什么？,"And interestingly, from an identity standpoint, what does it mean to have a disability?"
从记事起，我就被那一带的自然美景深深陶醉 包括该地繁盛成长的接近热带的动植物,"As far back as I can remember, I was enchanted by the natural beauty of that region and the almost tropical exuberance of the plants and animals that grow there."
所以当我们讨论到弦理论中的额外维度时 不是在讨论额外的一个维度 就像早期卡鲁扎和克莱因的观点,"So when we talk about the extra dimensions in string theory, it's not one extra dimension, as in the older ideas of Kaluza and Klein."
要知道我们用聚氯乙烯包住电线 利用聚氯乙烯作为绝缘体,"You know we use PVC, and we sheath wires with PVC for insulation."
这位是丹增嘉措， 他在两岁时 在一个偏僻的农民家里 被奉为观世音菩萨。,"This is Tenzin Gyatso; he was found to be the Buddha of Compassion at the age of two, out in a peasant's house, way out in the middle of nowhere."
大约三分之一的美国人说自己是民主党人。,Roughly a third of Americans say that they are Democrats.
而且即便如此，由于相对论的时间膨胀效应， 我们的时钟相比银河系的时间而言 似乎变慢了， 这看起来就好像 外面的星系在加速变化， 就在我们自己被黑洞摧毁之前。,"And even though, due to a relativistic effect known as time dilation, our clocks would seem to slow down relative to galactic time, it would look as though the evolution of the galaxy had been sped up and shot at us, right before we were crushed to death by the black hole."
在座大部分人也许知道他是谁 但我还是想给没有听说过他的人 做个简短的叙述 尤努斯博士在几年前获得了诺贝尔和平奖 因为他在现代微金融领域所做的先驱工作,"I know many in the room probably know exactly who he is, but to give the shorthand version for any who have not heard him speak, Dr. Yunus won the Nobel Peace Prize a few years ago for his work pioneering modern microfinance."
然后你又继续在这个概念上讲述下一个概念。,And then you go build on that in the next concept.
我觉得同时拥有诈病症和广泛性焦虑症 这并不是很常见 因为诈病症会让我觉得非常焦虑,"And I think it's actually quite rare to have both malingering and generalized anxiety disorder, because malingering tends to make me feel very anxious."
这个观点对设计师来说十分有用 因为你可套用生态学原则 生态学中一个十分重要的原则就是分布 即有机体的传播方式,"This perspective is a really powerful one for designers, because you can bring on principles of ecology, and a really important principle of ecology is dispersal, the way organisms move around."
你现在看到的是伦勃朗的油画作品 现陈列于伦敦的国家美术馆 这幅画阐释了希伯来圣经中的 但以理书,"What you're looking at is Rembrandt's painting, now in the National Gallery in London, illustrating the text from the prophet Daniel in the Hebrew scriptures."
他坐在一名易装癖者的旁边， 她头上带着黑色的长长的假发， 睫毛膏一直抹到脸颊上。,He was sitting next to a transvestite with a long black wig and mascara running down her cheeks.
但是我们要是能使用最新的、更好的疫苗 来预防疟疾、肺结核、艾滋病、 肺炎、痢疾、流感， 我们结束这种苦难。 这种困难一直存在我们之上。,"But with new or better vaccines for malaria, TB, HIV, pneumonia, diarrhea, flu, we could end suffering that has been on the Earth since the beginning of time."
但是我并不能真正充分地理解斯沃斯莫尔学院对我的影响。,But I didn't really fully understand what had happened to me at Swarthmore.
在尼日利亚，伊布康 阿沃斯卡的家具--椅子公司,"We have Ibukun Awosika in Nigeria, with the chair company."
你能否吹一下这个管子，让我测量一下你的肺活量？,"How about blowing into this tube so I can measure your lung capacity?"""
对吧？这个词单发音就很好玩， 我常常说它。,"Right? It's a fun word to say, and I get to say it a lot."
所以一个典型的细胞，像我们的大脑中的神经元 具有称为树突的区域来接收输入 并把输入累加在一起 并将产生动作电位 跑到轴突下，然后激活 所有输出区域的神经元,"So a typical cell, like the neurons in our brain, has a region called the dendrites that receives input, and that input sums together and will produce action potentials that run down the axon and then activate all the output regions of the neuron."
但这过于简单化了 我们来仔细看看坦桑尼亚的情况,"But that's very simplistic, so let's go down and look at Tanzania."
卵巢癌 是大多数人所不了解的癌症之一， 或者至少说没有怎么注意,"So ovarian cancer is one of those cancers that most people don't know about, or at least don't pay that much attention to."
可以是氨基酸 核酸，羧酸或者不饱和脂肪酸,"We could use amino acids, we could use nucleic acids, carboxylic acids, fatty acids."
这让我想起了《绿野仙踪》里的场景，,"It reminded me of that scene in ""The Wizard of Oz."""
眼下，大约三分之一的二氧化碳 直接被海洋所吸收，对么？,"Right now, about a third of that carbon dioxide is dissolving straight into the sea, right?"
一个无神论者只是一个对耶和华的看法 和任何正经的基督教徒对托尔或者巴尔或者金牛犊的看法一样的人。,An atheist is just somebody who feels about Yahweh the way any decent Christian feels about Thor or Baal or the golden calf.
所以真菌和菌丝 以草酸钙的形式隔离二氧化碳。,"So, fungi and mycelium sequester carbon dioxide in the form of calcium oxalates."
在乌干达，我们问了同样的问题：你最近一次为自己或别人花钱是什么时候？ 试着描述一下当时的感受,"Or in Uganda, ""Name the last time you spent money on yourself or other people and describe that."""
我不禁想到，我可能再也无法跟她们一同散步 陪她们做手工作业 挑剔她们未来的男友 陪她们走上婚礼的殿堂,"I kept imagining all the walks I might not take with them, the art projects I might not mess up, the boyfriends I might not scowl at, the aisles I might not walk down."
这张图片就是我们所使用的大脑区域 当你在读《罗密欧和朱丽叶》时 又或当你试着去理解格林斯潘时候就用到它,"And this is the brain region you used when you saw the pictures I showed you, or when you read Romeo and Juliet or when you tried to understand Alan Greenspan."
你们或许看到过座头鲸的精彩镜头 那组我们一两个月前在维克斯福郡拍摄的,You probably saw the humpback whale footage that we got there a month or two ago off County Wexford.
不管是对她们是赞美， 或者，你知道，对她们是具有讽刺意味的赞美。 或者她们，你知道，在某种程度上被诋毁，或者讥讽地毁谤。,"Whether they're kind of glorified in this way, or whether they're kind of, you know, ironically glorified, or whether they're, you know, sort of denigrated, or ironically denigrated."
我想听霍罗威茨没有演奏过的曲子.,I want to hear the pieces that Horowitz didn't play.
"然而,极端天气的增多 导致气候变化 巨浪也会随之增多 巨浪淹没岸礁 就将导致他们的淡水源受到污染","And also, as an increase in extreme weather events due to climate change, they're expecting more waves to come in over the fringing reef, which will contaminate their fresh water supply."
你知道， 神经递质 伴随学习产生的神经递质叫做多巴胺。,"As you probably know, the neurotransmitter associated with learning is called dopamine."
这是一种难产时发生的撕伤， 会导致失禁。,It's a tearing during obstructed labor that leaves a woman incontinent.
我们想到的是这样一个扩展意义的 博雅教育 思想以及行动乃博雅教育生命之源 学院以外的学到的知识 也会变得越来越重要,"In this dramatically expanded ideal of a liberal arts education where the continuum of thought and action is its life's blood, knowledge honed outside the academy becomes essential."
正如一条意大利面 连接着你盘子里的其它面条一样 一个神经元与许多其它神经元 通过它们缠绕的枝条相互接触,"Just as one strand of spaghetti contacts many other strands on your plate, one neuron touches many other neurons through their entangled branches."
她告诉少女健康的阴道是怎样的 被割掉的阴道又是怎样的,"She taught girls what a healthy vagina looked like, and what a mutilated vagina looked like."
就在那个晚上 波斯国王塞鲁士攻入巴比伦 整个伯萨沙政权覆灭了,"And that very night Cyrus, king of the Persians, entered Babylon and the whole regime of Belshazzar fell."
当然最常见的来源是死姥鲨 死姥鲨被冲上岸,"Well one obvious source is dead sharks, Dead sharks washed up."
然后第四步，那就是所谓至高无上的爱，,"And then the fourth step, you go to what is called ""lovely love."""
还纳闷为何细胞膜会堵塞 为何这一过程如此费电,And then we wonder why the membrane clogs and why it takes so much electricity.
现在，在印尼 如果你被逮到藏有针头，就会被警察抓走， 丢进监狱.,"So, in Indonesia at this time, if you were carrying a needle and the cops rounded you up, they could put you into jail."
我们为什么会知道贝多芬的头骨是什么样的？,Now why would we know what Beethoven's skull looks like?
当我们看到路上散步的情侣， 当群众占领了埃及和突尼西亚 情绪油然而生蔓延着， 相互影响。,"And we see this when lovers walk down the street, when a crowd in Egypt or Tunisia gets caught up in an emotional contagion, the deep interpenetration."
干细胞可以通过 传递生长因子 来修复受损的心肌 也可以分化成 不同的心肌细胞 来恢复心脏机能。,Stem cells may be used to deliver growth factors to repair damaged heart muscle or be differentiated into heart muscle cells to restore heart function.
我花了一年时间， 采访这些 即将踏上不归路的孩子们， 并采访了招募这些孩子的塔利班人员， 我尝试了解塔利班 如何将这些孩子 变成人体炸弹， 而这些孩子们又为何 自愿走上不归路。,"I spent the year working with children who were training to become suicide bombers and with Taliban recruiters, trying to understand how the Taliban were converting these children into live ammunition and why these children were actively signing up to their cause."
我的医生希望我做肺移植手术；,My doctor wanted me to get on the list for a lung transplant.
如果你再仔细观察核苷酸多样性 有很多是从父母辈遗传下来的信息 如果你再仔细观察第一次的研究 姥鲨的数量级 其他鲨鱼种类更缺乏多样性,"If you look at nucleotide diversity, which is more genetics that are passed on through parents, you can see that basking sharks, if you look at the first study, was an order of magnitude less diversity than other shark species."
当她还是一个小女孩的时候，在违反她意愿的情况下被施行了割礼,"When she was a young girl, she had been mutilated against her will."
看到这些，我想，是的 我们能可以把它带到更广阔的境界 以让人们去设定目标的方式 以设置校准目标的方式 以使用不确定因素的方式 以使用这些多重目标的方式 以一个浩大的，潜在的奖励和激励系统 依靠建立合作 以群体形式，路边组合形式 协作，竞争 以这些我们看到的 非常复杂的群体和激励机制,"And I just look at this, and I think, yes, we could take that so much further by allowing people to set targets by setting calibrated targets, by using elements of uncertainty, by using these multiple targets, by using a grand, underlying reward and incentive system, by setting people up to collaborate in terms of groups, in terms of streets to collaborate and compete, to use these very sophisticated group and motivational mechanics we see."
下面是病人癫痫发作时的脑电图 脑电图左边信号是一个病人自发病的信号。,"And this shows what an electroencephalogram is, and on the left is the signal of a spontaneous seizure of one of the patients."
赞扬别人一定要真诚， 但她对赞美承担了责任。,"And praise really does have to be genuine, but she takes responsibility for that."
我们在肝脏外注满 病人自己的肝脏细胞。,We perfuse the outside of the liver with the patient's own liver cells.
但是，你所做的任何事情 来降低潜在致癌物质的几率 一定会增加你生活方式的质量,"However, anything you can do to decrease the risk of potential carcinogens can definitely increase the quality of lifestyle."
《小王子》里提到 小王子要求飞行员画一只羊。,"And there's this reference to ""Le Petit Prince"" where the narrator asks the prince to draw a sheep."
你可以看到 当人们不得不为蚊帐付费时 蚊帐覆盖率大幅下降,"Well, what you can see is that when people have to pay for their bed nets, the coverage rate really falls down a lot."
换句话说，如果我们想要重塑民主 想让它变得再次充满活力 不仅公众需要学会 怎样去相信他们的政客 政客们也需要学会怎样去相信他们的民众,"In other words, if democracy is to be rebuilt, is to become again vigorous and vibrant, it is necessary not just for the public to learn to trust their politicians, but for the politicians to learn to trust the public."
我们社会需要的模范性人物，是像一个理想父亲 不要走极端 不要完全集权、纯粹纪律 也不要模糊马虎，乱无规章,"We need fathers, as it were, the exemplary father figures in society, avoiding the two extremes, which is the authoritarian, disciplinarian, on the one hand, and on the other, the lax, no rules option."
我的外祖母曾经在开往死亡集中营奥斯维辛的一辆火车上,"My grandmother was on a train to Auschwitz, the death camp."
让我们跟随 美国电影艺术与科学学院的 科学和技术委员会（的历届获奖作品） 来揭示这些特技背后的真相。,So digging deeper into this with the Science and Technology Council of the Academy of Motion Picture Arts and Sciences reveals some truth behind the trickery.
因此我们主要关注 北多尼戈尔和西凯瑞地区 作为我们主要研究范围,So we concentrated mainly in North Donegal and West Kerry as the two areas where I was mainly active.
顾名思义，你利用它来呼吸 这是个闭合的环路，所以你会一圈又一圈地呼吸同样的气体,"It's a breathing loop because you breathe off of it, and it's a closed loop, and you breathe the same gas around and around and around."
而就像一个壮观的折纸手工 在胚胎四周大时，细胞 会以每秒上千万的速度生长 就像折纸一样折叠自己,"And like this magnificent origami, cells are developing at one million cells per second at four weeks, as it's just folding on itself."
接着把这些脏的垫草用来培育蠕虫 这样可以繁殖出许多的蠕虫，这些蠕虫就拿来喂食西伯利亚鲟鱼 鲟鱼生产出鱼子酱，鱼子酱再卖回去给餐厅,"They put it into worm recomposting systems, which produced a lot of worms, which they fed to Siberian sturgeon, which produced caviar, which they sold back to the restaurants."
"原子显微镜有一个针,像是个记录针 在表面上往返运动 一会上一会下来感觉表面的高低","It's got a needle, like a record needle, that goes back and forth over the surface, bumps up and down, and feels the height of the first surface."
商业以及小型拖网渔船正刮蚀着海底 就像推土机一样，将所经之处的一切带走,"Industrial trawlers and draggers are scraping the sea floor like bulldozers, taking everything in their path."
（轻轻的噼啪声） 这是航天探测器卡西尼号 旋转着通过土星冰环时收到的声音。,And this is the space probe Cassini pirouetting through the ice rings of Saturn.
在某种意义上，从麦克卢汉意义上，它是 一个外在的胃。 在这个意义上讲，只有用火烹调食物，否则我们不能吃。,"It was sort of, in a certain sense, in a McLuhan sense, an external stomach, in the sense that it was cooking food that we could not eat otherwise."
"现在的哈莱姆,算是阐释 和思考着它自身，作为这个世纪的一部分， 既有回顾，又有展望。","Harlem now, sort of explaining and thinking of itself in this part of the century, looking both backwards and forwards ..."
所以这就跟填字游戏一样 只不过这是所有填字游戏的鼻祖 因为破解它的价值太可观了,"So this is just like a crossword puzzle, except that this is the mother of all crossword puzzles because the stakes are so high if you solve it."
珊瑚礁的主要构筑材料 也是碳酸钙。,The main framework material of coral reefs is calcium carbonate.
所以，我将两种想法综合在一起，创造了一个假说， 那就是，很可能的 致癌物因为腌泡汁的浸泡而降低 是因为酸碱度的改变？,"So I combined these two ideas and I formulated a hypothesis, saying that, could possibly the carcinogens be decreased due to a marinade and could it be due to the differences in PH?"
这是在宾夕法尼亚州的匹斯堡儿童博物馆， 全是由不昂贵的材料建成。,"This is the children's museum in Pittsburgh, Pennsylvania, made out of completely inexpensive materials."
我们把稻草和山楂 做成了烧烤酱,And basically we took hay and crab apples and made barbecue sauce out of those two ingredients.
应该要做乳房切除手术呢？还是做乳房肿瘤切除手术？,Should it be a mastectomy? Should it be a lumpectomy?
而且他赋予了玩耍一种转变他一生 的动力,And he gives play as a transformative force over his entire life.
相反 无论在什么浓度下 硫化合物会闻起来都不会像伏特加酒,"Conversely, there is no concentration at which the sulfur compound will smell like vodka."
再试想一下在加尔各答的学生 如果突然之间可以指导你的儿子 或者你的儿子可以指导加尔各答的学生，这会发生什么情况？,"Imagine what happens if that student in Calcutta all of a sudden can tutor your son, or your son can tutor that kid in Calcutta?"
在西北夏威夷群岛国家保护地的两个环礁 库尔环礁和中途岛环礁上 生活着数以百万计的信天翁 它们在这片海域觅食，吃下能找到的所有一切 然后再回吐给幼鸟,It so happens that millions of albatross nesting on Kure and Midway atolls in the Northwest Hawaiian Islands National Monument forage here and scavenge whatever they can find for regurgitation to their chicks.
皮质醇充斥大脑 摧毁海马神经细胞和记忆 能够引起各种健康问题,"Cortisol floods the brain; it destroys hippocampal cells and memory, and can lead to all kinds of health problems."
正如世界经济论坛提出的， 这是由于 经济竞争力的提升 直接影响了性别差距的缩短。,"Because, as the World Economic Forum noted, smaller gender gaps are directly correlated with increased economic competitiveness."
看看其它的科学革命 比方说哥白尼的天体运行学说 达尔文的进化论，和魏格纳的大陆漂移学说,"You look at some other scientific revolutions, and this case, I'm talking about the solar system, that's Copernicus, Darwin's evolution, and tectonic plates, that's Wegener."
我们在网上寻找信息的时候 我们通常有两种策略,"When we look for information online, we basically have two strategies."
当时的撒哈拉沙漠比现在的大很多，,The Sahara was much bigger then than it is now.
硫酸盐的一个问题是他们会很快下落。,One of the problems with sulfates is they fall out quickly.
现有 根据卫星的研究，比如威尔金森微波各向异性探测器卫星 表明，实际上，在那个背景下有一点点不同。,"Recent studies by satellites such as the WMAP satellite have shown that, in fact, there are just tiny differences in that background."
对于帕金森症 耳蜗移植电击器 的确能够 带给患有一些特殊疾病的患者 一些治疗效果,"And for Parkinson's disease, Cochlear implants, these have indeed been able to bring some kind of remedy to people with certain kinds of disorder."
但是他的绘画长期以来就有分数维的一面。,But painting for a long time had a fractal side.
这是一个摩擦攀岩，在图奥勒米迈德斯上， 在约塞米蒂。,"This is a friction climb, up in Tuolumne Meadows, in the Yosemite high country."
当我们想到大脑时，我们当然想到的是我们自己的大脑,"When we think of brain, we of course imagine our own brain."
妊娠期间的营养不良 导致后来出现的 极高的死胎 出生缺陷 新生儿体重不足 和新生儿死亡,"Some of the effects of malnutrition during pregnancy were immediately apparent in higher rates of stillbirths, birth defects, low birth weights and infant mortality."
现在要说的是，并非所有可以做的事情都是应该做的，,Now not everything that can be done should be done.
好吧，高乳腺密度已经导致 寻找肿瘤比其它情况更困难， 然而更糟的是 高乳腺密度也有力地预示 乳腺癌患病率的高风险。,"Now it's bad enough that breast density makes it hard to find a cancer, but it turns out that it's also a powerful predictor of your risk for breast cancer."
这是一个还没被命名的桡足类动物。桡足类动物属甲壳纲。,This is an unnamed species of copepod. A copepod is a crustacean.
年少时我对模型飞机很感兴趣， 像是扑翼飞机啦，旋翼飞机啦，直升机，滑翔机，螺旋桨机， 室内玩的室外玩的，什么都有。 我当时只是觉得好玩， 当然也好奇为什么大多数人对它们不感冒。,"As a youngster, I was very interested in model airplanes, ornithopters, autogyros, helicopters, gliders, power planes, indoor models, outdoor models, everything, which I just thought was a lot of fun, and wondered why most other people didn't share my same enthusiasm with them."
中国的军事家孙子 认为所有的战争 都是基于欺骗,The Chinese general Sun Tzu said that all war was based on deception.
"造那些美妙的史塔地伐利艾斯, 阿玛提乐器的人","People who made those Stradivarius, Amati, all those beautiful instruments."
或者对我们 抒发不满的一种声音的一半 所进行的模仿？,Or is it an imitation of one half the set of sounds we make to express disappointment?
这种环境会滋生各种疾病， 其中最严重的疾病叫做颗粒性结膜炎（砂眼）。,"Various diseases thrive in this environment, the most drastic of which is called trachoma."
现在有许多讨论 是关于消费金融保护署的， 如何使其工作程序简单化。,"There is a lot of discussion now about a consumer financial protection agency, how to mandate simplicity."
并且，这些防腐剂 已经在乳腺癌肿瘤中发现。,And these preservatives had been found in breast cancer tumors.
几年前，历史学家阿诺德.汤因比就指出 当今世界正面临巨大的精神危机。,"A few years ago, historian Arnold Toynbee said that the world was suffering a huge spiritual crisis."
我等下会给你们看 你们所见的一切的背后的真相,And then I'm going to show you exactly what it is that you were reacting to when you were reacting to it.
如果你的胃是空的， 它就会分泌出一种荷尔蒙叫饥饿激素。,"If you have an empty stomach, your stomach produces a hormone called ghrelin."
早在在伊壁鸠鲁或者 是哥白尼 及其追随者的时代 人们就已经知道行星有大有小,"There will be the smaller planets, and there will be the big planets, even back to the time of Epicurus and then of course Copernicus and his followers."
可以通过聚焦超声波治疗的 一个神经性病症是 运动障碍 比如帕金森氏症或者原发性颤抖症,"One of the neurological conditions that can be treated with focused ultrasound are movement disorders, like Parkinson's or essential tremor."
如果你在自己的身体里发现这个 那你的麻烦就大了，因为那是埃博拉病毒的源码,"Because if you happen to find this one inside your body, you're in big trouble, because that's the source code for Ebola."
因为我终于意识到 自然之所以创造了繁衍行为 以此作为生命延续下去的途径 以此作为通过我们来传递的生命的推动力 让我们成为生命演化的连接点,"Because I realized that nature had invented reproduction as a mechanism for life to move forward, as a life force that passes right through us and makes us a link in the evolution of life."
也许这听上去有些傲慢，甚至狂妄自大,"Now this may sound arrogant, or even full of hubris."
我们呼吸的时候会产生二氧化碳 这些二氧化碳需要从系统中除去,"Now, as we breathe, we produce carbon dioxide, and that carbon dioxide needs to be scrubbed out of the system."
它们的一项长期而古怪的哲学使命就是 把这世上所有的事物 分成致癌和防癌两类,"It has this bizarre, ongoing philosophical project of dividing all the inanimate objects in the world into the ones that either cause or prevent cancer."
我来讲一下最后的一个例子，,I will come to my last example and then quit.
我们也谈到 在大气层中二氧化碳的集聚浓度问题。,We've also talked about concentrations of carbon dioxide in the atmosphere.
她用她 降低到处前庭楼梯， 一步步的向我走来,"Her making her way down the littered vestibule stairs, one agonized step at a time."
星球上最大的生物是菌丝团，有一个细胞壁厚。,"The largest organism on the planet is a mycelial mat, one cell wall thick."
以上说的无非是要证明乌鸦是非常聪明的， 但我研究得越是深入， 越是觉得它们的智慧要比我们想象的高出一个层次。,"So we know that these crows are really smart, but the more I dug into this, the more I found that they actually have an even more significant adaptation."
但是我们也发现，当我们研究植物时，在植物里 就目前我们所知道的和开始了解的植物的基因组 有一个围绕它们的生态系统 有微生物生活在他们的根部系统 它们的影响之大和那些植物 自身的代谢途径一样重要,"But we've also discovered, when it comes to plants, in plants, as much as we understand and are starting to understand their genomes, it is the ecosystem around them, it is the microbes that live in their root systems, that have just as much impact on the character of those plants as the metabolic pathways of the plants themselves."
特兹勒早早地就在身边准备好了几支有剧毒的氰化物， 以备他和家人不时之需。,He took the simple precaution of having cyanide capsules placed in lockets that could be worn about the necks of himself and his family.
有很多种可能。在这个意义上增加 罗伯特怀特所认为的互惠圈。,"And there are a number of possibilities, such as increasing circles of reciprocity in the sense that Robert Wright argues for."
两年前 一个遗产数字化保存工程的合作伙伴 为一个重要的遗迹找到我们 这是一个位于乌干达的联合国教科文组织认证的遗迹 卡苏比皇陵,"Two years ago, we were approached by a partner of ours to digitally preserve an important heritage site, a UNESCO heritage site in Uganda, the Royal Kasubi Tombs."
所以，如果我们想将动物组织移植到人类的身体上 则必须找到一种方法去除掉半乳糖基,"So if we're going to transplant animal tissues to people, we have to figure out a way to get rid of that epitope."
我们需要尽己所能地学习有关她的一切 并尽己所能地照顾好她,We need to learn everything we can about it and do everything we can to take care of it.
当时这个名叫奥托-罗韦德尔的家伙发明了切片面包， 和大多数发明家所做的一样，他把所有的注意力集中在销售和制造上。,"But this guy named Otto Rohwedder invented sliced bread, and he focused, like most inventors did, on the patent part and the making part."
高密度乳腺所带来的问题 就好像披着羊皮的狼。,The problem with breast density is that it's truly the wolf in sheep's clothing.
无数的猴子 根本无法写出莎士比亚的著作,An infinite number of monkeys could never write the works of Shakespeare.
在当时那个海拔上，我唯一的医疗器材 就是两个塑料袋中 事先装好了止痛药和类固醇的 针筒。,The only supplies I had at that altitude were two plastic bags with preloaded syringes of painkiller and steroids.
虽然这个想法引起了很大的争议，但是它也在很多人之间引起了共鸣。,"Which was very controversial, but it resonated with a lot of people."
今天特别要说说的是 仿生学是怎样不断发展 来为手臂截肢病人服务的,"And specifically, I'd like to talk with you about how bionics is evolving for people with arm amputations."
一个研究者说 那声音听起来就象那部老卡通片《花生米》里 查里･布朗的老师的声音,"One researcher says that they probably sound a lot like the the voice of Charlie Brown's teacher in the old ""Peanuts"" cartoon."
今天我要讲的是 我认为的最伟大的一项冒险 是人类有史以来 为了探求宇宙 以及我们在宇宙中的位置的探索。,"I would like to talk today about what I think is one of the greatest adventures human beings have embarked upon, which is the quest to understand the universe and our place in it."
另一个问题是 黑客高发于 具有唐氏综合症 的人群中,And the other thing is the high incidence of hackers like these who have characteristics which are consistent with Asperger's syndrome.
然而，你要是含沙射影地说 如果你含蓄地提出给钱 那么不老实的警官 可以把它理解为你要使银子 你就可以走了,"On the other hand, with indirect language, if you issue a veiled bribe, then the dishonest officer could interpret it as a bribe, in which case you get the payoff of going free."
我们可以从一个全新的角度来看加工过的食品， 其实我们把石化化肥 这类的负外部性的价钱 附加在一包薯条里了。,"And I also think that thinking about processed foods in a new way, where we actually price the negative externalities like petrochemicals and like fertilizer runoff into the price of a bag of chips."
菩萨把无著带到天界， 佛教神话以一种典型的方式展开了。,"Maitreya then took him to a certain heaven, which is the typical way a Buddhist myth unfolds."
毕竟，他们既不需跑也不要跳，高尔夫球更是呆呆地停在原地 所以，如果高尔夫变成一种边开车边打的运动 所以，如果高尔夫变成一种边开车边打的运动 那么我们就很难授予高尔夫球手们我们对于体育健将的尊敬和景仰 那么我们就很难授予高尔夫球手们我们对于体育健将的尊敬和景仰 那么我们就很难授予高尔夫球手们我们对于体育健将的尊敬和景仰 那么我们就很难授予高尔夫球手们我们对于体育健将的尊敬和景仰 那么我们就很难授予高尔夫球手们我们对于体育健将的尊敬和景仰,"So if golfing is the kind of game that can be played while riding around in a golf cart, it would be hard to confer on the golfing greats the status that we confer, the honor and recognition that goes to truly great athletes."
它也能扩张冠状动脉，从而缓解心绞痛。,"It also dilates the coronary arteries, so it stops angina."
当你乳房里有了一个癌细胞， 芳香化酶就把雄性激素转化成雌性激素， 而那个雌性激素又启动或促进 癌症的成长， 因此它就形成肿块并扩散。,"So when you develop a cancerous cell in your breast, aromatase converts androgens into estrogens, and that estrogen turns on or promotes the growth of that cancer so that it turns into a tumor and spreads."
当时我在研究二叠纪生物灭绝事件， 每次都在波尔的墓地露营好几个月。,"And I worked on this Permian extinction, camping by this Boer graveyard for months at a time."
这是来自哈勃望远镜的图像。,"And so, here's an image from the Hubble Space Telescope."
我们假定 女性干细胞会很好地 鉴别损伤， 做些细胞修补 或产生新的器官， 这就是我们正在尝试 用干细胞疗法做到的。,"So we hypothesized that female stem cells might be better at identifying the injury, doing some cellular repair or even producing new organs, which is one of the things that we're trying to do with stem cell therapy."
假肢以上，是的，会有点困难......,"... above the limb, yes, it would be difficult ..."
我的缪斯，美国女诗人艾蜜莉狄金森这么说 她说：奇想不是来自知识，也不是来自无知,"I'll start with my favorite muse, Emily Dickinson, who said that wonder is not knowledge, neither is it ignorance."
所以当美国农业部最终承认 是植物，而不是动物，使得人们更加健康， 他们建议我们，通过参照他们构建的过于简陋的食品金字塔， 一天吃五份的水果和蔬菜， 和更多的碳水化合物。,"So, when the USDA finally acknowledged that it was plants, rather than animals, that made people healthy, they encouraged us, via their overly simplistic food pyramid, to eat five servings of fruits and vegetables a day, along with more carbs."
然后就会出现经济学家所谓的 对本地经济的外部效应。,And then it will have what economists call external effects on a local economy.
下面是其中一封来信 中的一小段,This is just an excerpt from one of those letters.
我们努力建立一个健康且充满活力的社会， 为了减轻人类的痛苦， 为了促成一个更周到的、 更持久的、更多感情投入的世界秩序。,"We work to promote healthy vibrant societies, to ameliorate human suffering, to promote a more thoughtful, substantive, empathic world order."
这个病患曾经真的有过一个手臂，很疼， 挂着绷带好几个月或一年，然后， 在一次错误的尝试中，为了消除手臂的疼痛的， 外科医生做了截肢手术。 接下来，就有了条同样疼痛的幻肢。对吧？,"So the patient had an actual arm, which is painful, in a sling for a few months or a year, and then, in a misguided attempt to get rid of the pain in the arm, the surgeon amputates the arm, and then you get a phantom arm with the same pains, right?"
但是实际上，当你去了解女性割礼这种习俗的时候 你会发现那和伊斯兰教本身没什么关系 那是北非地区的一种习俗 在伊斯兰教之前就有了,"But actually when you look at female circumcision, you see that it has nothing to do with Islam, it's just a North African practice, which predates Islam."
但是我们今天做前哨淋巴结手术的方式 有点像拿着一张地图 就能知道往哪里走。,"But sentinel lymph node, the way that we do it today, is kind of like having a road map just to know where to go."
为那个问题举个例子， 让我给你两个国家举例。,"So to illustrate that question, let me give you two countries."
当哥伦比亚号航天飞机遇难后，突然出现很多关于哥伦比亚号的搜索,"The Columbia blows up, suddenly there are a lot of searches on Columbia."
当人们--无神论者们 例如史提芬.霍金和阿尔伯特.爱因斯坦用上帝这个词的时候， 他们当然是把它用作一种简略的隐喻 来表达那部分我们还不明白的深邃的神秘的物理学。,"When atheists like Stephen Hawking and Albert Einstein use the word ""God,"" they use it of course as a metaphorical shorthand for that deep, mysterious part of physics which we don't yet understand."
我们在这里不是来探讨波多黎各或者是过去的问题，,And what we're here to do is not to talk about Puerto Rico or the past.
